,Survived,Fare,FamilySize,Imputed,Pclass_2,Pclass_3,Sex_male,Age_Child,Age_Elder,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Other
807,0,7.775,0,0,0,1,0,0,0,0,1,1,0,0,0
808,0,13.0,0,0,1,0,1,0,0,0,1,0,1,0,0
809,1,53.1,1,0,0,0,0,0,0,0,1,0,0,1,0
810,0,7.8875,0,0,0,1,1,0,0,0,1,0,1,0,0
811,0,24.15,0,0,0,1,1,0,0,0,1,0,1,0,0
812,0,10.5,0,0,1,0,1,0,0,0,1,0,1,0,0
813,0,31.275,6,0,0,1,0,1,0,0,1,1,0,0,0
814,0,8.05,0,0,0,1,1,0,0,0,1,0,1,0,0
815,0,0.0,0,1,0,0,1,0,0,0,1,0,1,0,0
816,0,7.925,0,0,0,1,0,0,0,0,1,1,0,0,0
817,0,37.0042,2,0,1,0,1,0,0,0,0,0,1,0,0
818,0,6.45,0,0,0,1,1,0,0,0,1,0,1,0,0
819,0,27.9,5,0,0,1,1,1,0,0,1,0,0,0,0
820,1,93.5,2,0,0,0,0,0,1,0,1,0,0,1,0
821,1,8.6625,0,0,0,1,1,0,0,0,1,0,1,0,0
822,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,1
823,1,12.475,1,0,0,1,0,0,0,0,1,0,0,1,0
824,0,39.6875,5,0,0,1,1,1,0,0,1,0,0,0,0
825,0,6.95,0,1,0,1,1,0,0,1,0,0,1,0,0
826,0,56.4958,0,1,0,1,1,0,0,0,1,0,1,0,0
827,1,37.0042,2,0,1,0,1,1,0,0,0,0,0,0,0
828,1,7.75,0,1,0,1,1,0,0,1,0,0,1,0,0
829,1,80.0,0,0,0,0,0,0,1,0,0,0,0,1,0
830,1,14.4542,1,0,0,1,0,0,0,0,0,0,0,1,0
831,1,18.75,2,0,1,0,1,1,0,0,1,0,0,0,0
832,0,7.2292,0,1,0,1,1,0,0,0,0,0,1,0,0
833,0,7.8542,0,0,0,1,1,0,0,0,1,0,1,0,0
834,0,8.3,0,0,0,1,1,0,0,0,1,0,1,0,0
835,1,83.1583,2,0,0,0,0,0,0,0,0,1,0,0,0
836,0,8.6625,0,0,0,1,1,0,0,0,1,0,1,0,0
837,0,8.05,0,1,0,1,1,0,0,0,1,0,1,0,0
838,1,56.4958,0,0,0,1,1,0,0,0,1,0,1,0,0
839,1,29.7,0,1,0,0,1,0,0,0,0,0,1,0,0
840,0,7.925,0,0,0,1,1,0,0,0,1,0,1,0,0
841,0,10.5,0,0,1,0,1,0,0,0,1,0,1,0,0
842,1,31.0,0,0,0,0,0,0,0,0,0,1,0,0,0
843,0,6.4375,0,0,0,1,1,0,0,0,0,0,1,0,0
844,0,8.6625,0,0,0,1,1,0,0,0,1,0,1,0,0
845,0,7.55,0,0,0,1,1,0,0,0,1,0,1,0,0
846,0,69.55,10,1,0,1,1,0,0,0,1,0,1,0,0
847,0,7.8958,0,0,0,1,1,0,0,0,0,0,1,0,0
848,0,33.0,1,0,1,0,1,0,0,0,1,0,0,0,1
849,1,89.1042,1,1,0,0,0,0,0,0,0,0,0,1,0
850,0,31.275,6,0,0,1,1,1,0,0,1,0,0,0,0
851,0,7.775,0,0,0,1,1,0,1,0,1,0,1,0,0
852,0,15.2458,2,0,0,1,0,1,0,0,0,1,0,0,0
853,1,39.4,1,0,0,0,0,0,0,0,1,1,0,0,0
854,0,26.0,1,0,1,0,0,0,0,0,1,0,0,1,0
855,1,9.35,1,0,0,1,0,0,0,0,1,0,0,1,0
856,1,164.8667,2,0,0,0,0,0,0,0,1,0,0,1,0
857,1,26.55,0,0,0,0,1,0,1,0,1,0,1,0,0
858,1,19.2583,3,0,0,1,0,0,0,0,0,0,0,1,0
859,0,7.2292,0,1,0,1,1,0,0,0,0,0,1,0,0
860,0,14.1083,2,0,0,1,1,0,0,0,1,0,1,0,0
861,0,11.5,1,0,1,0,1,0,0,0,1,0,1,0,0
862,1,25.9292,0,0,0,0,0,0,0,0,1,0,0,1,0
863,0,69.55,10,1,0,1,0,0,0,0,1,1,0,0,0
864,0,13.0,0,0,1,0,1,0,0,0,1,0,1,0,0
865,1,13.0,0,0,1,0,0,0,0,0,1,0,0,1,0
866,1,13.8583,1,0,1,0,0,0,0,0,0,1,0,0,0
867,0,50.4958,0,0,0,0,1,0,0,0,1,0,1,0,0
868,0,9.5,0,1,0,1,1,0,0,0,1,0,1,0,0
869,1,11.1333,2,0,0,1,1,1,0,0,1,0,0,0,0
870,0,7.8958,0,0,0,1,1,0,0,0,1,0,1,0,0
871,1,52.5542,2,0,0,0,0,0,0,0,1,0,0,1,0
872,0,5.0,0,0,0,0,1,0,0,0,1,0,1,0,0
873,0,9.0,0,0,0,1,1,0,0,0,1,0,1,0,0
874,1,24.0,1,0,1,0,0,0,0,0,0,0,0,1,0
875,1,7.225,0,0,0,1,0,0,0,0,0,1,0,0,0
876,0,9.8458,0,0,0,1,1,0,0,0,1,0,1,0,0
877,0,7.8958,0,0,0,1,1,0,0,0,1,0,1,0,0
878,0,7.8958,0,1,0,1,1,0,0,0,1,0,1,0,0
879,1,83.1583,1,0,0,0,0,0,1,0,0,0,0,1,0
880,1,26.0,1,0,1,0,0,0,0,0,1,0,0,1,0
881,0,7.8958,0,0,0,1,1,0,0,0,1,0,1,0,0
882,0,10.5167,0,0,0,1,0,0,0,0,1,1,0,0,0
883,0,10.5,0,0,1,0,1,0,0,0,1,0,1,0,0
884,0,7.05,0,0,0,1,1,0,0,0,1,0,1,0,0
885,0,29.125,5,0,0,1,0,0,0,1,0,0,0,1,0
886,0,13.0,0,0,1,0,1,0,0,0,1,0,0,0,1
887,1,30.0,0,0,0,0,0,0,0,0,1,1,0,0,0
888,0,23.45,3,1,0,1,0,0,0,0,1,1,0,0,0
889,1,30.0,0,0,0,0,1,0,0,0,0,0,1,0,0
890,0,7.75,0,0,0,1,1,0,0,1,0,0,1,0,0
